"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4079252";"";"0";"517.33";"1";"4.62";"5a";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020523";"Inhibition of KIT D816H mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL1946170";"REGORAFENIB";"4";"482.82";"1";"5.69";"Regorafenib";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4070641";"";"0";"440.55";"0";"2.77";"8d";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1C#Cc1cnc(N)nc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4092478";"";"0";"424.55";"0";"3.79";"8b";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1C#Cc1cccnc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4082210";"";"0";"424.55";"0";"3.79";"8a";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1C#Cc1ccccn1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4100222";"";"0";"557.62";"2";"5.54";"7l";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(N)c2ccccc12";"IC50";"'='";"313.5";"nM";"6.50";"";"";"UO_0000065";"11.66";"0.22";"0.96";"8.73";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL1784625";"";"0";"492.55";"0";"4.81";"7d";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"15.47";"0.29";"2.81";"15.72";"0";"CHEMBL4020521";"Inhibition of KIT V559D/T670I double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4092506";"";"0";"522.57";"1";"4.82";"7c";"COc1cccnc1C#Cc1cc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)ccc1C";"IC50";"'='";"158.7";"nM";"6.80";"";"";"UO_0000065";"13.01";"0.24";"1.98";"11.78";"0";"CHEMBL4020521";"Inhibition of KIT V559D/T670I double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL66";"(+)-TAXIFOLIN";"0";"304.25";"0";"1.19";"4";"O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O";"IC50";"'='";"21900.0";"nM";"4.66";"";"";"UO_0000065";"15.31";"0.29";"3.47";"3.66";"0";"CHEMBL3807386";"Inhibition of wild type His-tagged c-KIT (544 to 976 amino acids) (unknown origin) expressed in insect cells using poly[Glu:Tyr] (4:1) as substrate preincubated for 20 mins followed by [33P-gamma]ATP addition and subsequent inhibition for 2 hrs by radiometric assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804766";"1";"Scientific Literature";"J. Nat. Prod.";"2016";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"5210.0";"nM";"5.28";"";"";"UO_0000065";"10.70";"0.20";"0.69";"6.12";"0";"CHEMBL4386486";"Inhibition of ATP-activated recombinant human N-terminal 6x-His-tagged c-KIT (547 to 935 residues)/(694 to 753 residues deletion) expressed in baculovirus infected Sf9 insect cells assessed as decrease in poly (Glu,Tyr) 4:1 phosphorylation incubated for 30 mins followed by ATP addition and measured after 30 mins by Kinase Glo based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4385613";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308860";""
"CHEMBL4448433";"";"0";"519.64";"1";"4.68";"10a";"CCc1cc(NC(=O)Nc2ccc(-c3cnc(Nc4cc(N5CCN(CC)CC5)ncn4)s3)cc2)no1";"IC50";"'='";"0.81";"nM";"9.09";"";"";"UO_0000065";"17.50";"0.34";"4.41";"7.31";"0";"CHEMBL4386505";"Inhibition of human c-KIT A loop exon 17 D820E single mutant using poly (Glu,Tyr) 4:1 as substrate in presence of 33P-gamma-ATP by hotspot kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D820E";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4385613";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4528798";"";"0";"424.53";"0";"2.98";"10d";"CCN1CCN(c2cc(Nc3ncc(-c4ccc(NC(N)=O)cc4)s3)ncn2)CC1";"IC50";"'='";"98.0";"nM";"7.01";"";"";"UO_0000065";"16.51";"0.32";"4.03";"6.24";"0";"CHEMBL4386485";"Inhibition of recombinant human N-terminal 6x-His-tagged c-KIT (547 to 935 residues)/(694 to 753 residues deletion) expressed in baculovirus infected Sf9 insect cells assessed as decrease in poly (Glu,Tyr) 4:1 phosphorylation measured after 150 mins in presence of ATP by ADP-glo based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4385613";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308860";""
"CHEMBL3673970";"";"0";"395.41";"0";"4.15";"BDBM174955";"COc1cc(CNc2ccc(Cc3c[nH]c4ncc(C)cc34)c(F)n2)c(F)cn1";"IC50";"'>'";"100.0";"nM";"";"";"320383";"UO_0000065";"";"";"";"";"0";"CHEMBL3706096";"Biochemical Assay: In one assay the biochemical activity IC50 values are determined with respect to inhibition of c-Kit kinase activity, where inhibition of phosphorylation of a peptide substrate is measured as a function of compound concentration. Compounds to be tested are dissolved in DMSO to a concentration of 20 mM. These are diluted 30 uL into 120 uL of DMSO (4 mM) and 1 uL is added to an assay plate. These are then serially diluted 1:2 (50 uL to 100 uL DMSO) for a total of 8 points. Plates are prepared such that each kinase reaction is 20 uL in 1x kinase buffer (25 mM HEPES, pH 7.5, 2 mM MgCl2, 2 mM MnCl2, 0.01% Tween-20, 1 mM DTT, 0.01% BSA), 5% DMSO and 100 uM ATP. Substrate is 30 nM biotin-(E4Y)10 (Millipore). C-kit kinase (obtained from Millipore (#14-559) or is prepared as described in U.S. Patent Application Publication Number 2009/0076046, the disclosure of which is hereby incorporated by reference as it relates to this assay) is at 0.75 ng per sample.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639021";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3774451";"";"0";"500.39";"2";"5.49";"34";"O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1nnn(-c2ccc(F)cc2)c1C(F)(F)F";"IC50";"'='";"324.58";"nM";"6.49";"";"";"UO_0000065";"12.97";"0.25";"1.00";"6.64";"0";"CHEMBL3779158";"Inhibition of cKit (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774303";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL3669001";"";"0";"364.84";"0";"3.91";"BDBM174911";"Cc1cnc2[nH]cc(Cc3cnc(NCc4ccc(Cl)nc4)nc3)c2c1";"IC50";"'>'";"100.0";"nM";"";"";"320386";"UO_0000065";"";"";"";"";"0";"CHEMBL3706096";"Biochemical Assay: In one assay the biochemical activity IC50 values are determined with respect to inhibition of c-Kit kinase activity, where inhibition of phosphorylation of a peptide substrate is measured as a function of compound concentration. Compounds to be tested are dissolved in DMSO to a concentration of 20 mM. These are diluted 30 uL into 120 uL of DMSO (4 mM) and 1 uL is added to an assay plate. These are then serially diluted 1:2 (50 uL to 100 uL DMSO) for a total of 8 points. Plates are prepared such that each kinase reaction is 20 uL in 1x kinase buffer (25 mM HEPES, pH 7.5, 2 mM MgCl2, 2 mM MnCl2, 0.01% Tween-20, 1 mM DTT, 0.01% BSA), 5% DMSO and 100 uM ATP. Substrate is 30 nM biotin-(E4Y)10 (Millipore). C-kit kinase (obtained from Millipore (#14-559) or is prepared as described in U.S. Patent Application Publication Number 2009/0076046, the disclosure of which is hereby incorporated by reference as it relates to this assay) is at 0.75 ng per sample.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639021";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3960971";"";"0";"533.63";"2";"5.94";"BDBM239008";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(OCc5cccc(Oc6ccccc6)c5)ccc34)cc2)CC1";"IC50";"'='";"2619.0";"nM";"5.58";"";"417184";"UO_0000065";"10.46";"0.19";"-0.36";"6.75";"0";"CHEMBL3888813";"Biochemical Assay: The assay has been performed using KIT cytoplasmic domain product and purified in house as GST fused protein. The KIT protein (4.5 microM) was pre activated with 300 microM ATP for 1 hour at 28*C in order to obtain a linear kinetic. Kinase buffer was composed of 50 mM HEPES pH 7.9 containing 5 mM MgCl2, 1 mM MnCl2, 10 mM DTT, 3 microM Na3VO4, and 0.2 mg/mL BSA. The KIT kinase assay was run with a final pre activated enzyme concentration of 4 nM, in the presence of 4.4 microM ATP (residual ATP from KIT pre activation step is negligible), 3.9 nM 33P-γ-ATP and 2.5 microM of substrate BioDB n*138 (Aminoacidic sequence: KWEEINGNNYVYIDPTQLPYDHKWEFPRNR- SEQ ID NO: 2).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886843";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3936700";"";"0";"444.54";"0";"4.47";"BDBM239018";"CN(C)Cc1ccc(C(=O)Nc2n[nH]c3cc(OCCOCc4ccccc4)ccc23)cc1";"IC50";"'='";"134.0";"nM";"6.87";"";"417197";"UO_0000065";"15.46";"0.28";"2.40";"8.65";"0";"CHEMBL3888813";"Biochemical Assay: The assay has been performed using KIT cytoplasmic domain product and purified in house as GST fused protein. The KIT protein (4.5 microM) was pre activated with 300 microM ATP for 1 hour at 28*C in order to obtain a linear kinetic. Kinase buffer was composed of 50 mM HEPES pH 7.9 containing 5 mM MgCl2, 1 mM MnCl2, 10 mM DTT, 3 microM Na3VO4, and 0.2 mg/mL BSA. The KIT kinase assay was run with a final pre activated enzyme concentration of 4 nM, in the presence of 4.4 microM ATP (residual ATP from KIT pre activation step is negligible), 3.9 nM 33P-γ-ATP and 2.5 microM of substrate BioDB n*138 (Aminoacidic sequence: KWEEINGNNYVYIDPTQLPYDHKWEFPRNR- SEQ ID NO: 2).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886843";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3938398";"";"0";"513.64";"1";"4.94";"BDBM239034";"CN1CCC(N(C)c2ccc(C(=O)Nc3n[nH]c4cc(OCCOCc5ccccc5)ccc34)cc2)CC1";"IC50";"'='";"109.0";"nM";"6.96";"";"417199";"UO_0000065";"13.56";"0.25";"2.02";"8.42";"0";"CHEMBL3888813";"Biochemical Assay: The assay has been performed using KIT cytoplasmic domain product and purified in house as GST fused protein. The KIT protein (4.5 microM) was pre activated with 300 microM ATP for 1 hour at 28*C in order to obtain a linear kinetic. Kinase buffer was composed of 50 mM HEPES pH 7.9 containing 5 mM MgCl2, 1 mM MnCl2, 10 mM DTT, 3 microM Na3VO4, and 0.2 mg/mL BSA. The KIT kinase assay was run with a final pre activated enzyme concentration of 4 nM, in the presence of 4.4 microM ATP (residual ATP from KIT pre activation step is negligible), 3.9 nM 33P-γ-ATP and 2.5 microM of substrate BioDB n*138 (Aminoacidic sequence: KWEEINGNNYVYIDPTQLPYDHKWEFPRNR- SEQ ID NO: 2).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886843";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3987184";"";"0";"503.58";"1";"4.30";"BDBM239021";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(OCCOCc5ccccc5)ccc34)c(F)c2)CC1";"IC50";"'='";"613.0";"nM";"6.21";"";"417211";"UO_0000065";"12.34";"0.23";"1.91";"7.51";"0";"CHEMBL3888813";"Biochemical Assay: The assay has been performed using KIT cytoplasmic domain product and purified in house as GST fused protein. The KIT protein (4.5 microM) was pre activated with 300 microM ATP for 1 hour at 28*C in order to obtain a linear kinetic. Kinase buffer was composed of 50 mM HEPES pH 7.9 containing 5 mM MgCl2, 1 mM MnCl2, 10 mM DTT, 3 microM Na3VO4, and 0.2 mg/mL BSA. The KIT kinase assay was run with a final pre activated enzyme concentration of 4 nM, in the presence of 4.4 microM ATP (residual ATP from KIT pre activation step is negligible), 3.9 nM 33P-γ-ATP and 2.5 microM of substrate BioDB n*138 (Aminoacidic sequence: KWEEINGNNYVYIDPTQLPYDHKWEFPRNR- SEQ ID NO: 2).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886843";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3642833";"";"0";"472.94";"1";"5.02";"BDBM106558";"Cc1ccc(NC(=O)c2ccc(NC(=O)CCl)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"260.0";"nM";"6.58";"";"225321";"UO_0000065";"13.92";"0.26";"1.57";"6.05";"0";"CHEMBL3705147";"Inhibition Assay (c-Kit): Compounds may also be assayed as inhibitors of CKit in a manner substantially similar to the method described by Upstate (http://www.upstate.com/img/pdf/KP_Protocol—121506.pdf).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638538";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL2158230";"";"0";"488.64";"0";"4.00";"20";"N#Cc1cnc(C(=O)Nc2ccc(C3CCN(CCN4CCOCC4)CC3)cc2C2=CCCCC2)[nH]1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"15.63";"0.29";"3.64";"7.85";"0";"CHEMBL2161433";"Inhibition of KIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157860";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1969102";"";"0";"440.53";"1";"5.89";"BDBM50381698";"Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cn[nH]c5)cnc(N)c34)cc2)c1";"IC50";"'='";"4.28";"nM";"8.37";"";"249777";"UO_0000065";"19.00";"0.36";"2.48";"7.70";"0";"CHEMBL3707806";"Homogenous Time-Resolved Fluorescence Assay (HTRF): To determine the activity of the various kinases, a homogenous time-resolved fluorescence (HTRF) in vitro kinase assay was used. (Mathis, G., HTRF(R) Technology. J Biomol Screen, 1999. 4(6): p. 309-314; Alfred J. Kolb, Paul V. Kaplita, David J. Hayes, Young-Whan Park, Christine Pernell, John S. Major and Gerard Mathis, Drug Discovery Today, 1998, 3, 333-342.). For example for KDR, cKIT, FLT1, CSF1R and FTL3, purified enzyme was mixed with 0.5 μM N-biotinylated substrate (Biotin-Ahx-AEEEYFFLA-amide (SEQ. ID. 1)), various concentrations of inhibitor in reaction buffer (50 mM HEPES, pH 7.1, 10 mM MgCl2, 2 mM MnCl2, 0.1% BSA and 1 mM DTT, 40 μL final volume), ATP (1 mM final conc.) in a black 384-well plate. After 60 minutes incubation at room temperature, the reaction was quenched by addition of a buffered EDTA solution.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638379";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL382517";"";"0";"409.90";"1";"5.55";"18";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1";"IC50";"'='";"21.88";"nM";"7.66";"";"";"UO_0000065";"18.69";"0.37";"2.11";"8.24";"0";"CHEMBL1243604";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240323";"1";"Scientific Literature";"J. Mol. Graph. Model.";"2007";"None";""
"CHEMBL195955";"";"0";"454.35";"1";"5.66";"20";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Br)c2)cc1";"IC50";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"16.07";"0.36";"1.64";"7.86";"0";"CHEMBL1243604";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240323";"1";"Scientific Literature";"J. Mol. Graph. Model.";"2007";"None";""
"CHEMBL381034";"";"0";"444.35";"1";"6.20";"25";"Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(Cl)cc(Cl)c2)cc1";"IC50";"'='";"173.78";"nM";"6.76";"";"";"UO_0000065";"15.21";"0.32";"0.56";"7.27";"0";"CHEMBL1243604";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240323";"1";"Scientific Literature";"J. Mol. Graph. Model.";"2007";"None";""
"CHEMBL1668417";"";"0";"411.29";"0";"4.26";"6";"COc1cc(O)c2c(c1)/C=C\CCCC(=O)C[C@H](Br)C[C@H](C)OC2=O";"IC50";"'='";"81000.0";"nM";"4.09";"";"";"UO_0000065";"9.95";"0.22";"-0.17";"5.62";"0";"CHEMBL1670767";"Inhibition of human recombinant c-kit kinase in cell free system after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667852";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1668414";"";"0";"411.29";"0";"4.26";"3";"COc1cc(O)c2c(c1)/C=C/CCCC(=O)C[C@H](Br)C[C@H](C)OC2=O";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"13.50";"0.30";"1.29";"7.62";"0";"CHEMBL1670767";"Inhibition of human recombinant c-kit kinase in cell free system after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667852";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL3935251";"";"0";"494.50";"0";"4.29";"BDBM193989";"Cc1ccc(-c2noc(C3CC(F)(F)C3)n2)cc1NC(=O)c1cnc2ccc(N3CCOCC3)cn12";"IC50";"'='";"26.0";"nM";"7.58";"";"346311";"UO_0000065";"15.34";"0.29";"3.30";"7.76";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
